transaction_id,transaction_amount,hour_of_day,prev_transactions,distance_from_home,is_first_transaction
T000865,112.4162571257941,3.0,,9.134457372852454,0.0
T000866,194.8396491326974,3.0,1.0,15.846377738227329,0.0
T000867,95.3527896693206,2.0,4.0,,0.0
T000868,128.5210586680398,2.0,4.0,7.086603850033546,0.0
T000869,87.79858239144329,3.0,0.0,31.721130513719466,0.0
T000870,69.88939698191098,2.0,0.0,12.552471281611613,0.0
T000871,75.57619599448202,2.0,,9.522098306047196,0.0
T000872,167.95947470820124,2.0,0.0,17.152666510690185,0.0
T000873,55.31269904581429,2.0,16.0,17.730802195445634,0.0
T000874,83.69937520915754,3.0,6.0,0.8296607693037442,0.0
T000875,51.41929807446742,1.0,12.0,75.21828300501406,0.0
T000876,78.11313387978377,2.0,16.0,1.44301725656592,0.0
T000877,111.6521475764742,2.0,3.0,,
T000878,80.85914051935157,2.0,0.0,5.291266293855768,0.0
T000879,103.80026957062056,2.0,11.0,6.347549655286472,0.0
T000880,97.50599229359412,2.0,0.0,25.839844860111757,0.0
T000881,57.3887678501338,2.0,4.0,10.410357737872342,0.0
T000882,173.4892129393748,,,68.5216799739041,0.0
T000883,114.922590699072,2.0,,8.561995713299508,0.0
T000884,55.32024931404398,2.0,2.0,30.483496240631787,0.0
T000885,34.38904032842969,3.0,1.0,22.0602224254419,0.0
T000886,119.68986491081256,3.0,8.0,20.97334243726316,0.0
T000887,,3.0,1.0,28.06219005922612,0.0
T000888,135.30394569075656,2.0,9.0,11.891921834677014,0.0
T000889,62.63941604260883,2.0,5.0,67.76819164862992,0.0
T000890,154.8576355876848,2.0,12.0,8.67989226128865,0.0
T000891,,3.0,2.0,17.636635889205724,0.0
T000892,45.188983756571744,3.0,3.0,27.49191677643936,0.0
T000893,92.98124705473316,2.0,11.0,0.308698043082691,0.0
T000894,36.04846318901068,1.0,9.0,0.5368472403232665,0.0
T000895,51.65119284353935,1.0,3.0,25.248201996857745,0.0
T000896,102.9815184960087,3.0,10.0,4.12444791014451,0.0
T000897,147.96354130426033,,12.0,9.559725854084071,1.0
T000898,82.77613956237737,3.0,4.0,9.1692020242049,1.0
T000899,153.55402502014024,3.0,13.0,33.2259512629848,0.0
T000900,49.51346476450313,2.0,9.0,21.01936239059461,0.0
T000901,127.35486905850188,,0.0,37.70669741705607,0.0
T000902,126.14177440177498,2.0,0.0,31.6918854598676,0.0
T000903,83.79659123955149,2.0,1.0,9.445786689486006,0.0
T000904,95.64576369284252,3.0,2.0,2.211594080722261,0.0
T000905,62.301770556666185,2.0,3.0,8.571416774335727,0.0
T000906,118.36436567006704,2.0,5.0,3.800701424693064,1.0
T000907,84.73876478226661,2.0,3.0,70.6955772124349,0.0
T000908,132.30030935572756,3.0,,39.17835341229068,0.0
T000909,24.85646956588053,2.0,12.0,,1.0
T000910,107.99281959987002,2.0,,25.18171227429772,1.0
T000911,10.346180104380522,1.0,11.0,60.2888640501799,1.0
T000912,137.49501197118553,2.0,0.0,76.52149692891717,0.0
T000913,23.641607170517617,3.0,2.0,211.2896669574616,0.0
T000914,172.34889421768665,1.0,0.0,40.89026838937754,0.0
T000915,167.81200142854115,3.0,1.0,75.61224484547719,0.0
T000916,1.682170531199915,2.0,,3.374878844333292,0.0
T000917,81.84416694222168,2.0,0.0,19.938033940848182,0.0
T000918,179.5291036308925,1.0,0.0,7.499308837573765,
T000919,169.31746986314215,2.0,3.0,91.62203804715573,0.0
T000920,137.3955128058767,,1.0,10.420069369212817,
T000921,89.25394848556323,2.0,0.0,18.97439046413054,0.0
T000922,114.71120645067468,2.0,5.0,28.070937316984768,0.0
T000923,115.02371798054142,2.0,1.0,69.52099640136291,0.0
T000924,47.65445086590302,2.0,1.0,20.594437017956817,0.0
T000925,,3.0,2.0,7.261913217992054,0.0
T000926,67.67135578787367,1.0,1.0,37.13096854255684,0.0
T000927,51.78999642883777,1.0,0.0,120.4018704268384,1.0
T000928,,2.0,9.0,10.37794712731607,0.0
T000929,79.53457629521394,1.0,6.0,8.33563731129208,0.0
T000930,115.81791607680724,3.0,6.0,,0.0
T000931,,3.0,,69.55593876924524,0.0
T000932,59.08896583832637,2.0,10.0,57.206783071048,1.0
T000933,188.27271201405483,3.0,8.0,25.56385869888457,0.0
T000934,142.5562049190119,2.0,14.0,46.21842255383772,0.0
T000935,75.63857179432239,2.0,1.0,,1.0
T000936,143.71945903563636,3.0,1.0,12.108358574478691,0.0
T000937,99.72198531759648,2.0,1.0,20.78791558444708,0.0
T000938,174.6344284479761,3.0,0.0,47.21740529817016,0.0
T000939,110.82292947909876,3.0,0.0,16.67912550987825,0.0
T000940,169.60011431722995,2.0,,29.452635852992653,0.0
T000941,136.22958893615612,,0.0,42.86488305474017,0.0
T000942,209.81115710764,2.0,0.0,19.949592546854173,0.0
T000943,1.0,,0.0,49.28974592234336,0.0
T000944,203.4113020752912,2.0,1.0,48.48576627967556,0.0
T000945,129.36312067320884,,1.0,17.45643485160218,0.0
T000946,148.43224952664443,3.0,16.0,0.529813337972454,0.0
T000947,71.50835358806206,2.0,0.0,15.780895936767948,0.0
T000948,116.20831762442212,1.0,1.0,34.61401048821221,0.0
T000949,28.342409273764403,2.0,5.0,15.900831836489948,0.0
T000950,109.00355188479908,2.0,5.0,121.09085888179342,0.0
T000951,37.32469938141192,2.0,14.0,1.4374824607557473,0.0
T000952,127.80110484211454,3.0,17.0,18.842320140239465,0.0
T000953,172.00586077247362,2.0,2.0,,0.0
T000954,154.7089773760738,2.0,10.0,,0.0
T000955,110.69043969705316,3.0,4.0,2.008214676453386,0.0
T000956,161.49951842193417,1.0,5.0,6.112140107001441,0.0
T000957,1.0,3.0,0.0,57.611188471280826,0.0
T000958,,2.0,4.0,35.08141129571299,0.0
T000959,153.53052799895931,2.0,,4.126505006123854,0.0
T000960,77.055786856553,1.0,6.0,,0.0
T000961,194.38438286700952,3.0,4.0,23.695129723033038,0.0
T000962,98.9071626278938,3.0,2.0,21.32108630643488,0.0
T000963,75.79407527075912,2.0,13.0,6.66163693643113,0.0
T000964,169.4168889104224,2.0,0.0,18.789026099088524,0.0
T000965,,3.0,1.0,31.39111592982958,0.0
T000966,159.8623461822614,3.0,2.0,,0.0
T000967,54.18629497181375,2.0,1.0,20.54601473210468,0.0
T000968,82.14853995966953,3.0,24.0,46.99072312275126,0.0
T000969,146.3107701120796,2.0,6.0,,1.0
T000970,122.38584629051388,1.0,0.0,7.327099413772838,0.0
T000971,50.75034370914924,2.0,7.0,59.153183403958856,0.0
T000972,159.72961102568655,2.0,0.0,24.563823318070565,0.0
T000973,77.58876918499253,2.0,1.0,43.55556570296617,0.0
T000974,163.6285081464285,,7.0,0.8754973011702782,0.0
T000975,76.02535163003783,1.0,0.0,32.3247198789392,0.0
T000976,100.9573888707876,3.0,2.0,13.350367919802142,0.0
T000977,,3.0,9.0,28.34584318458883,0.0
T000978,63.59614510723394,2.0,2.0,10.723000992612612,0.0
T000979,119.64567552741082,3.0,9.0,10.40408151259615,0.0
T000980,80.01819071926988,2.0,2.0,43.197031432685215,0.0
T000981,37.61084090175753,2.0,,17.344855424488113,0.0
T000982,124.37801485433592,1.0,6.0,34.479908264321764,0.0
T000983,120.82230190507264,2.0,10.0,7.959024466995454,0.0
T000984,70.71036382756549,2.0,1.0,11.468805915611563,0.0
T000985,122.86065318462568,1.0,10.0,3.972500474103748,0.0
T000986,16.95195332420043,3.0,6.0,19.680030339132465,0.0
T000987,102.30031933681704,1.0,0.0,23.88090364532658,0.0
T000988,,2.0,1.0,5.282716366961228,1.0
T000989,40.61173800412365,3.0,21.0,59.935722327767,0.0
T000990,149.21611992382918,2.0,5.0,,0.0
T000991,13.754108374348364,2.0,2.0,9.752722992739672,0.0
T000992,59.70041344702923,2.0,,22.53327977561253,0.0
T000993,109.07133100569855,2.0,8.0,0.6260700765298796,0.0
T000994,161.8826878755999,2.0,2.0,109.18363448076758,0.0
T000995,29.75915280362466,3.0,0.0,9.643399243039626,0.0
T000996,76.5262807032524,3.0,,64.70640513472476,0.0
T000997,,2.0,6.0,25.94544411967661,0.0
T000998,84.53954614750683,2.0,0.0,10.275703031615697,0.0
T000999,103.79022790968632,2.0,1.0,,1.0
T001000,113.10334045433628,2.0,0.0,,0.0
T001001,120.79184181430304,2.0,5.0,8.194138939516272,0.0
T001002,131.93385699401506,2.0,1.0,8.615141405523946,1.0
T001003,131.32691816684712,3.0,0.0,8.263278533967153,0.0
T001004,89.70702845598298,3.0,1.0,6.846241989013577,0.0
T001005,117.00256472844453,2.0,0.0,6.142423252512296,0.0
T001006,96.82377126923224,2.0,4.0,5.080489324080536,0.0
T001007,146.17543080236842,2.0,0.0,,0.0
T001008,59.28009062768381,3.0,0.0,4.488699737937695,0.0
T001009,71.81377235980126,2.0,4.0,45.51223782493324,0.0
T001010,168.6424237338265,2.0,19.0,10.75676153550308,0.0
T001011,1.0,3.0,2.0,10.612170872610385,0.0
T001012,61.35611660881955,2.0,6.0,25.02450421907868,0.0
T001013,106.31570997416,3.0,2.0,,0.0
T001014,172.66303316605172,2.0,7.0,17.96658922338093,0.0
T001015,,2.0,12.0,11.900939086500214,0.0
T001016,143.8023396264897,2.0,7.0,14.296725027525278,0.0
T001017,156.09307523971262,1.0,0.0,52.53672376432655,0.0
T001018,194.1012248237517,2.0,2.0,65.82161719762374,0.0
T001019,104.33488497071984,2.0,0.0,18.95743212005779,0.0
T001020,147.79013725562405,3.0,3.0,,0.0
T001021,46.26694802835685,2.0,0.0,69.4296370535609,0.0
T001022,101.15979892786874,2.0,2.0,36.52550729143305,0.0
T001023,158.65623187933207,2.0,18.0,17.835143945175368,1.0
T001024,123.33354909830403,3.0,1.0,,0.0
T001025,83.49549041492813,1.0,0.0,14.38065642714107,0.0
T001026,58.72947350105224,2.0,2.0,10.87392684117762,0.0
T001027,82.12772885947864,2.0,2.0,80.95530867567652,0.0
T001028,24.31428036935864,2.0,4.0,,0.0
T001029,53.96632034603169,2.0,10.0,8.597302849781013,1.0
T001030,55.80712818994335,2.0,13.0,21.12890402149768,0.0
T001031,49.206058650501085,,1.0,,0.0
T001032,1.0,,4.0,37.07008542022236,0.0
T001033,91.34640878580652,2.0,1.0,3.640979382362312,0.0
T001034,65.99132618260245,1.0,4.0,36.71821435605639,0.0
T001035,1.0,3.0,0.0,,0.0
T001036,86.52965827777211,3.0,6.0,3.324697999362852,0.0
T001037,123.10863330409714,2.0,0.0,14.57474975955545,0.0
T001038,138.7557560794543,3.0,4.0,10.574112731808098,0.0
T001039,65.11405480508776,3.0,1.0,22.36287289129494,0.0
T001040,88.59971365951411,3.0,2.0,81.98522415033837,0.0
T001041,120.79133147276715,2.0,1.0,28.646690739948,0.0
T001042,55.63352705721144,2.0,1.0,34.97034517509151,0.0
T001043,94.18854784390209,3.0,1.0,14.380576760741972,0.0
T001044,,,6.0,12.638731003716908,0.0
T001045,120.67174516118504,3.0,1.0,52.24815259124659,0.0
T001046,38.021885695988026,2.0,0.0,4.945293536998713,0.0
T001047,120.43036538508838,3.0,2.0,,0.0
T001048,171.75436996111176,,2.0,16.83312747794858,0.0
T001049,71.09432706421784,3.0,1.0,37.560985817874,0.0
T001050,192.46810706931905,3.0,3.0,3.4898526526939677,0.0
T001051,86.73812297648989,2.0,,9.391880458904293,0.0
T001052,166.44666597677048,2.0,7.0,34.94667034147884,0.0
T001053,51.6876840123373,2.0,,56.59887324288854,1.0
T001054,99.87980795405733,1.0,1.0,40.08459077546346,1.0
T001055,163.63573669856322,2.0,7.0,18.291436283169688,0.0
T001056,163.38257555939867,,6.0,63.53577779190056,0.0
T001057,34.77052780997637,2.0,7.0,75.88282333727992,0.0
T001058,108.06497713313476,2.0,8.0,,0.0
T001059,129.62634746005915,2.0,1.0,30.76154348409352,0.0
T001060,147.76526042852555,2.0,11.0,1.575892156913521,0.0
T001061,109.55495340099516,2.0,2.0,12.300614557106956,0.0
T001062,84.85573781005034,2.0,6.0,62.09239543055498,0.0
T001063,89.17384012319133,3.0,2.0,23.23851366694859,0.0
T001064,215.18193760523943,2.0,0.0,3.729311928351064,0.0
T001065,96.8363020051542,2.0,4.0,72.64834069680833,0.0
T001066,,2.0,11.0,47.69236241820721,0.0
T001067,100.42780404121748,2.0,1.0,,0.0
T001068,28.909466662907818,3.0,6.0,30.63589870627944,0.0
T001069,79.84620054674846,2.0,4.0,22.55948183910993,0.0
T001070,123.4387128037512,2.0,3.0,2.417756211101332,0.0
T001071,,2.0,5.0,26.41125151660085,0.0
T001072,103.63402621646706,3.0,7.0,6.671765032739583,0.0
T001073,170.34673729458754,2.0,0.0,,0.0
T001074,93.43715164538476,,2.0,4.838516001456935,0.0
T001075,24.031501702299323,2.0,0.0,37.000847493903485,0.0
T001076,,2.0,10.0,6.463547564518239,0.0
T001077,6.636740370412596,2.0,3.0,7.413131726136281,0.0
T001078,90.92484189321664,3.0,1.0,7.937817643566677,1.0
T001079,92.61098405912642,2.0,14.0,60.59969261291307,1.0
T001080,113.5747655412824,,9.0,58.2484666202341,0.0
T001081,119.21010360029484,2.0,11.0,113.59143713191374,0.0
T001082,91.35991313017678,1.0,1.0,11.371153937543358,0.0
T001083,136.11906789138857,3.0,0.0,14.899895134536855,0.0
T001084,72.74068776368391,2.0,1.0,43.66100207837359,0.0
T001085,131.10349951530245,2.0,0.0,73.0495303199221,0.0
T001086,108.024481198674,2.0,3.0,13.812251690399991,0.0
T001087,82.70403354764147,1.0,11.0,18.31244196930122,0.0
T001088,46.44731601754756,2.0,4.0,2.636112505464583,0.0
T001089,57.678284927051074,2.0,24.0,2.754033133280501,0.0
T001090,143.61603183603393,2.0,4.0,,0.0
T001091,231.61910324186957,2.0,,15.6314088548211,0.0
T001092,75.34995326705837,3.0,3.0,38.29498828115601,0.0
T001093,148.6863115426184,2.0,6.0,,0.0
T001094,165.59918692869732,2.0,4.0,3.428104410627605,
T001095,57.66031409657976,2.0,6.0,8.503709816398809,1.0
T001096,114.93764541828432,1.0,2.0,2.514450593903263,0.0
T001097,83.89859227539708,2.0,0.0,5.163724184724183,0.0
T001098,48.71236581798614,2.0,2.0,18.94076387948878,0.0
T001099,4.5998931438346204,3.0,,5.078204847933451,0.0
T001100,195.4708320235065,1.0,1.0,9.338194330245958,0.0
T001101,129.7377170832643,2.0,7.0,34.638749778971864,0.0
T001102,,3.0,1.0,43.77596851804203,0.0
T001103,51.32269001477657,,2.0,26.974605466401524,0.0
T001104,51.86337173576938,1.0,,15.439895195964844,0.0
T001105,165.55837489013123,,2.0,3.3185286783773806,0.0
T001106,,2.0,8.0,4.96626466069209,0.0
T001107,82.86562029598257,2.0,7.0,0.193752900199195,0.0
T001108,,3.0,1.0,12.292316593165872,1.0
T001109,124.98425551514669,2.0,1.0,10.163714913247166,0.0
T001110,33.845510329625085,1.0,,,0.0
T001111,54.483782903585805,2.0,6.0,3.3148792837430565,0.0
T001112,36.991761741370986,2.0,4.0,9.678581992925988,0.0
T001113,197.99186273723376,3.0,1.0,19.028307620467604,
T001114,24.76398129844989,3.0,2.0,15.316515150264562,0.0
T001115,61.35873927312141,3.0,1.0,10.058662553663783,0.0
T001116,125.30788277303562,3.0,14.0,68.23201461990037,0.0
T001117,187.7670421221602,1.0,5.0,21.22612100852434,0.0
T001118,122.94970008371456,1.0,3.0,4.826553738417169,0.0
T001119,141.88821107732946,2.0,1.0,33.60170589809968,0.0
T001120,136.56901262874962,,1.0,32.32064874750651,0.0
T001121,70.38030378805654,3.0,3.0,13.526483595453238,0.0
T001122,121.46704114008672,3.0,,0.2608148451084991,0.0
T001123,120.40264234183778,2.0,0.0,1.2533434711367502,0.0
T001124,111.9813759119499,3.0,6.0,2.6773757542203143,0.0
T001125,63.32589666608603,1.0,1.0,6.781491811466759,0.0
T001126,134.52363430607565,3.0,,,0.0
T001127,127.6244977208574,2.0,4.0,7.261004856276733,0.0
T001128,31.35702742594681,3.0,3.0,31.757019086116728,
T001129,157.67951716584628,2.0,9.0,31.0586919957966,0.0
T001130,119.1717515701822,3.0,7.0,,0.0
T001131,45.1428175185593,2.0,6.0,15.094134205608984,1.0
T001132,1.0,2.0,3.0,,0.0
T001133,29.62681128117224,3.0,7.0,11.141469613476026,0.0
T001134,115.41460318194105,2.0,6.0,2.3024173360221565,0.0
T001135,66.14191442439441,3.0,3.0,12.461585989303485,0.0
T001136,1.0,2.0,0.0,46.44856454551734,0.0
T001137,69.43073763056859,2.0,15.0,9.041995605155998,0.0
T001138,,2.0,4.0,36.87660948272542,0.0
T001139,167.55078762435002,3.0,6.0,37.00136892556231,0.0
T001140,99.18884412020294,2.0,,,0.0
T001141,126.34489618328968,2.0,1.0,18.038078844910626,0.0
T001142,148.24258165487288,2.0,11.0,7.537212744739548,0.0
T001143,109.33833822385392,2.0,1.0,27.41597301756171,0.0
T001144,88.11583415195079,1.0,5.0,22.4630613821169,0.0
T001145,,1.0,14.0,,0.0
T001146,68.61330469577472,2.0,2.0,15.567529069100368,0.0
T001147,131.7360734280885,2.0,5.0,50.39150531397072,0.0
T001148,92.41427832113854,3.0,0.0,22.873946080801584,0.0
T001149,113.17436076655298,2.0,,8.576201359411561,0.0
T001150,24.67329849048005,3.0,2.0,5.073045753285379,1.0
T001151,138.73170267146685,2.0,0.0,10.903723154846988,0.0
T001152,,2.0,,24.74941854767769,0.0
T001153,1.0,3.0,,44.96324182714997,0.0
T001154,128.9816586606788,3.0,0.0,3.072769376435548,0.0
T001155,103.87402592594312,2.0,10.0,67.35240228621161,0.0
T001156,23.36497200550346,2.0,,32.52622825768191,0.0
T001157,118.8650246522426,2.0,,68.82492180469953,0.0
T001158,64.00778958026457,,2.0,39.64910575944199,0.0
T001159,57.87836849368368,2.0,1.0,39.3183156657726,0.0
T001160,,2.0,2.0,27.458030135930944,0.0
T001161,101.87874296679328,3.0,3.0,8.70073759154181,0.0
T001162,79.32881146817793,2.0,3.0,0.01641842659686,0.0
T001163,124.38874105421692,3.0,1.0,3.114626157147299,0.0
T001164,69.93161780243932,3.0,,21.48137206656178,0.0
T001165,,3.0,11.0,47.9896249206688,0.0
T001166,231.0396545514988,2.0,12.0,24.62091107815607,1.0
T001167,176.72410508972575,2.0,3.0,90.87139993921627,1.0
T001168,98.42804148126118,2.0,0.0,4.095215177576782,1.0
T001169,51.75382697099478,2.0,7.0,49.313221943328,0.0
T001170,127.0731364102394,2.0,,22.064175830402625,0.0
T001171,84.54139382656803,3.0,5.0,,0.0
T001172,135.5807439044445,3.0,7.0,68.11288084676926,0.0
T001173,,1.0,8.0,2.621503986325891,0.0
T001174,,2.0,2.0,4.864396825706837,1.0
T001175,14.830878032242268,,0.0,21.21245342989406,0.0
T001176,90.93879133909483,2.0,0.0,7.758901511247412,1.0
T001177,175.1178526048014,2.0,3.0,7.246115633917816,0.0
T001178,51.69216383147915,2.0,0.0,11.15506062305596,0.0
T001179,127.5026049512276,3.0,8.0,25.85383081084557,0.0
T001180,80.41209254780891,,11.0,65.50379512662617,0.0
T001181,133.94734938811166,3.0,7.0,0.3019438887509716,0.0
T001182,22.31206169919679,3.0,7.0,25.622120500425403,1.0
T001183,1.0,1.0,3.0,9.132642485820144,0.0
T001184,40.55182902325191,2.0,9.0,,0.0
T001185,132.52250462680695,,3.0,,0.0
T001186,,3.0,4.0,19.966095837143005,0.0
T001187,50.51975898707096,,3.0,15.650445339557775,0.0
T001188,143.17641212607606,3.0,1.0,6.372797318813054,0.0
T001189,128.54452553465836,1.0,9.0,12.34095510307483,1.0
T001190,166.0652016136506,,,74.16162000418925,0.0
T001191,205.2648714729156,3.0,1.0,10.073661627407027,0.0
T001192,88.82670088140739,3.0,1.0,3.892189894142927,0.0
T001193,80.74588597918418,3.0,3.0,,0.0
T001194,,2.0,2.0,10.488245404306271,
T001195,65.64929501502513,2.0,3.0,33.99587692372834,0.0
T001196,,1.0,6.0,15.396461157384389,0.0
T001197,102.06437277937196,2.0,0.0,5.705159218660465,0.0
T001198,61.045363031164975,2.0,1.0,38.45105939281395,0.0
T001199,147.34037832559352,2.0,1.0,6.501255952775844,1.0
T001200,125.22909072386952,2.0,,7.037377057922193,0.0
T001201,100.05549723436464,2.0,0.0,,1.0
T001202,127.53987861368316,1.0,3.0,24.738229255284857,0.0
T001203,23.98566038796952,2.0,2.0,42.9947860294264,0.0
T001204,18.303852047035637,2.0,10.0,,0.0
T001205,,2.0,0.0,7.670459773727846,1.0
T001206,26.29339339789472,3.0,3.0,10.680174553366138,0.0
T001207,148.19534670379312,1.0,7.0,3.983083490264616,0.0
T001208,204.30235247685567,3.0,1.0,22.155555327260277,0.0
T001209,74.204734343383,3.0,19.0,0.7196044736209171,0.0
T001210,74.49195931748913,,8.0,9.47549234715698,0.0
T001211,170.1004662959561,2.0,5.0,3.758469155019167,0.0
T001212,63.4184130545736,2.0,5.0,2.9897056776746758,0.0
T001213,130.30049756728198,2.0,3.0,55.5318029214063,0.0
T001214,,1.0,3.0,104.10680037194535,0.0
T001215,219.3983852762366,3.0,,32.92266019408864,0.0
T001216,132.0239897600412,2.0,0.0,25.952608275247407,0.0
T001217,19.67114496306604,3.0,12.0,90.60609208827178,0.0
T001218,135.47259085695197,1.0,2.0,12.603948835820384,
T001219,102.4042473330691,2.0,10.0,23.35322463024488,1.0
T001220,,3.0,,8.392386496658032,
T001221,,2.0,2.0,5.572247974956277,0.0
T001222,130.7472319515689,,3.0,0.4810856617457027,0.0
T001223,93.52413765682796,3.0,,22.06348511851634,0.0
T001224,83.2107650354936,2.0,1.0,42.49790679559405,0.0
T001225,107.3467649193344,1.0,12.0,85.83227853475294,0.0
T001226,109.79226275488408,2.0,8.0,28.08364757508996,0.0
T001227,71.44080129579068,3.0,,,0.0
T001228,24.572201589357174,3.0,1.0,15.83200456722412,0.0
T001229,39.29056936061339,,0.0,13.234750724512118,1.0
T001230,129.2157083217655,2.0,4.0,3.699720882726672,0.0
T001231,89.59388748213624,3.0,2.0,1.4697861896361142,0.0
T001232,98.9377610361879,3.0,0.0,21.975463341464845,0.0
T001233,30.970064705017435,2.0,0.0,18.405382132818826,0.0
T001234,122.61858981248668,1.0,1.0,50.52190870923891,0.0
T001235,93.13445171055602,,0.0,0.4611385494322956,0.0
T001236,103.39192569584688,1.0,15.0,130.1514567924313,0.0
T001237,77.60193307750124,3.0,8.0,14.20882134073454,0.0
T001238,91.98199594775846,2.0,3.0,4.521813385633445,0.0
T001239,194.52203425778916,2.0,11.0,3.223870800437428,0.0
T001240,69.36056547578069,2.0,7.0,22.805410837262496,0.0
T001241,114.57818383409864,2.0,2.0,7.333142186872353,0.0
T001242,132.20618839250545,2.0,5.0,44.85830352811705,0.0
T001243,187.7466535823621,3.0,3.0,4.092182174860881,0.0
T001244,73.11771211100918,,0.0,1.305214937039929,
T001245,144.62986691496548,2.0,0.0,0.3902263958293939,0.0
T001246,103.61394826921445,1.0,11.0,15.283447327430014,0.0
T001247,,1.0,1.0,1.218990040410703,0.0
T001248,109.2485287536578,,0.0,48.04920174798072,1.0
T001249,,2.0,8.0,1.2375939417752968,1.0
T001250,87.54640776734796,2.0,6.0,41.070975675188805,0.0
T001251,44.81650857348154,2.0,15.0,,
T001252,31.65708183595868,3.0,0.0,29.92255656654631,0.0
T001253,106.7962283609174,2.0,0.0,9.964036827189414,0.0
T001254,130.43677945622085,2.0,4.0,1.3860732847015695,0.0
T001255,86.83460965610419,3.0,0.0,2.984189892784692,0.0
T001256,172.22060975275437,1.0,8.0,3.643140223901072,0.0
T001257,169.51276637559948,3.0,3.0,11.435595452609826,0.0
T001258,183.26759588117653,2.0,8.0,25.30046065280532,0.0
T001259,69.85896721080192,3.0,11.0,13.809820566174777,0.0
T001260,,1.0,24.0,7.266575846867836,0.0
T001261,153.6253668654901,2.0,2.0,50.53240038749088,0.0
T001262,156.05153336622357,1.0,3.0,7.045394495748747,0.0
T001263,170.13971554680495,1.0,1.0,57.60440561714023,0.0
T001264,155.97874557172884,3.0,2.0,16.074031659894565,0.0
T001265,97.85883093442126,2.0,4.0,19.487049251653826,0.0
T001266,73.53994950942436,2.0,2.0,8.255521872372256,0.0
T001267,122.11584340822426,3.0,1.0,37.03565793147461,
T001268,134.79660504704248,3.0,5.0,0.1096318534428376,0.0
T001269,38.2744000788802,2.0,10.0,,0.0
T001270,35.984780066455286,1.0,11.0,52.44082093548248,0.0
T001271,76.77978688453062,2.0,0.0,26.132408644330983,1.0
T001272,29.78802168692056,2.0,8.0,78.56061402100605,0.0
T001273,97.22261505516906,3.0,1.0,12.865052795061796,0.0
T001274,222.7650069955447,1.0,5.0,27.61503268996653,1.0
T001275,70.37678704235529,,1.0,15.928488322929509,0.0
T001276,25.17353724549605,3.0,1.0,9.04124231326434,0.0
T001277,128.9673379878388,3.0,3.0,8.921124340375625,0.0
T001278,63.288333901448105,2.0,8.0,21.37424188284889,0.0
T001279,96.87034360502388,3.0,12.0,2.0332379176351028,0.0
T001280,92.4839769864064,,0.0,15.349978162296871,0.0
T001281,57.42967828698432,1.0,0.0,71.52560057197168,0.0
T001282,27.453605444438796,3.0,4.0,92.59839158050112,1.0
T001283,91.55891384049949,3.0,,67.46661776603499,0.0
T001284,,2.0,2.0,2.957120618578246,0.0
T001285,118.3740832737152,3.0,4.0,47.76904409367183,0.0
T001286,98.38615529486913,3.0,1.0,15.04782260572819,0.0
T001287,80.73432015691199,,0.0,30.32229146061745,0.0
T001288,151.76246673618763,1.0,10.0,3.1024215980286187,1.0
T001289,125.68000532848583,2.0,12.0,14.482799934139573,0.0
T001290,125.43041866167208,2.0,2.0,0.3459682602049689,0.0
T001291,8.18201081148014,1.0,2.0,8.071427630086422,0.0
T001292,98.8474721957267,2.0,10.0,0.6706029620917898,0.0
T001293,,2.0,11.0,8.917262371291601,0.0
T001294,38.69103210936583,3.0,10.0,15.884072144507424,0.0
T001295,1.0,3.0,0.0,24.622030741392187,0.0
T001296,128.14404300871774,3.0,7.0,,0.0
T001297,38.2825564060039,2.0,2.0,11.33622643125738,0.0
T001298,120.97662219535138,3.0,0.0,1.1031940062069434,0.0
T001299,138.54325969434834,3.0,0.0,8.432242107794648,0.0
T001300,148.77725635611796,2.0,12.0,,0.0
T001301,184.45944668258397,3.0,4.0,9.76771941673215,0.0
T001302,122.95900396142184,1.0,2.0,26.554757686478364,0.0
T001303,109.09949413113988,2.0,2.0,3.0711668756752246,0.0
T001304,56.08683735882667,3.0,0.0,0.6167566186603883,0.0
T001305,78.68212018972284,2.0,2.0,9.919955150165618,
T001306,63.23994826183767,3.0,4.0,4.486193254249989,0.0
T001307,139.67443602761065,2.0,2.0,1.6059548809622182,0.0
T001308,130.6234397006801,3.0,5.0,38.58900573673464,0.0
T001309,21.474969818841146,2.0,8.0,0.0718454537962229,0.0
T001310,75.12145808073964,2.0,9.0,18.684855874522583,0.0
T001311,167.45895244443523,3.0,,23.665411550010635,0.0
T001312,100.02639794282986,,2.0,,0.0
T001313,122.0653575849623,2.0,3.0,43.10893675786979,0.0
T001314,89.05668741321871,2.0,,106.53103882467518,0.0
T001315,183.67209428114927,2.0,8.0,45.64505337738257,0.0
T001316,88.82686073370746,3.0,4.0,29.173124855054787,0.0
T001317,87.18595878742138,2.0,5.0,2.9942719895791496,0.0
T001318,65.66423284983523,3.0,15.0,10.551562475047756,0.0
T001319,203.0373962440993,2.0,1.0,44.99855719219656,0.0
T001320,65.93098824652131,3.0,,55.71423674472543,0.0
T001321,112.72104216506064,,2.0,20.594827297267752,0.0
T001322,62.8757883730808,1.0,4.0,52.4876022383591,0.0
T001323,,2.0,0.0,17.122183161760702,0.0
T001324,73.71845330073077,3.0,3.0,6.38411324620541,0.0
T001325,109.91967585887434,2.0,0.0,10.24426190695478,0.0
T001326,95.54399802436058,3.0,1.0,5.800717682780511,0.0
